epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,35.9484,1.6111,3.12889,2.82681,1.39736,0,0.60964,0.07821,0.19103,0.05962,0.5594,0.05086,0.19494,0.09339,1.6439,3.34972,3.18529,1.34831,0,0.000647059,0.000647059,0.000647059
2,43.6782,1.59771,2.46169,1.95906,1.42836,0,0.19963,0.13,0.0896,0.0248,0.17372,0.1,0.08158,0.0289,1.76643,5.47246,3.05613,1.82103,0,0.00130072,0.00130072,0.00130072
3,53.4135,1.57348,2.32377,1.77847,1.39444,0,0.2297,0.23856,0.1143,0.04297,0.18547,0.27,0.08554,0.0358,2.11983,15.6579,2.98908,2.12341,0,0.00194118,0.00194118,0.00194118
4,63.0795,1.61554,2.37604,1.77565,1.45086,0,0.42305,0.54,0.4619,0.22552,0.40117,0.47566,0.42255,0.22298,1.72213,3.56233,2.28409,1.77443,0,0.0019406,0.0019406,0.0019406
5,71.2724,1.60629,2.404,1.68116,1.46042,0,0.3546,0.25,0.23594,0.09812,0.34217,0.24,0.21115,0.07505,2.16633,6.95331,2.558,1.95991,0,0.0019208,0.0019208,0.0019208
6,80.9305,1.52201,2.28037,1.53775,1.38044,0,0.44951,0.5,0.44108,0.21787,0.43112,0.48,0.41523,0.2084,1.71745,3.15359,1.94866,1.73742,0,0.001901,0.001901,0.001901
7,89.1686,1.44075,2.0857,1.45898,1.35816,0,0.56319,0.48,0.49051,0.27134,0.56319,0.48,0.48445,0.2711,1.80779,2.84826,2.24237,1.75087,0,0.0018812,0.0018812,0.0018812
8,98.3976,1.44142,2.13939,1.3715,1.31884,0,0.7999,0.55,0.66336,0.36643,0.79252,0.54,0.62877,0.35886,1.67736,3.07475,1.77187,1.53473,0,0.0018614,0.0018614,0.0018614
9,108.098,1.40891,2.0255,1.30005,1.30417,0,0.87026,0.72,0.79317,0.48002,0.84591,0.7,0.75899,0.47164,1.43078,2.37601,1.26895,1.36284,0,0.0018416,0.0018416,0.0018416
10,116.186,1.39487,2.01477,1.25209,1.31316,0,0.6259,0.7,0.69101,0.43734,0.60267,0.74,0.68551,0.39962,1.37503,2.56353,1.53494,1.39036,0,0.0018218,0.0018218,0.0018218
